thread_name,thread_url
Once Click Trading Level2 Plugin - Reliable?,https://www.forexfactory.com/thread/506947-once-click-trading-level2-plugin-reliable
Platforms with renko charting,https://www.forexfactory.com/thread/555498-platforms-with-renko-charting
Calendar app without MT4,https://www.forexfactory.com/thread/554348-calendar-app-without-mt4
Need help on TDI divergence indicator attached,https://www.forexfactory.com/thread/555527-need-help-on-tdi-divergence-indicator-attached
I need A ninja trader program to answer a question,https://www.forexfactory.com/thread/555512-i-need-a-ninja-trader-program-to-answer
Help for my EA - Supertrend,https://www.forexfactory.com/thread/547302-help-for-my-ea-supertrend
Flow of Boolean Logic (for MT4),https://www.forexfactory.com/thread/555156-flow-of-boolean-logic-for-mt4
Please can anybody help me with this EA,https://www.forexfactory.com/thread/555485-please-can-anybody-help-me-with-this-ea
Easylanguage To MT4,https://www.forexfactory.com/thread/178895-easylanguage-to-mt4
How to save a thread for Offline Reading,https://www.forexfactory.com/thread/517463-how-to-save-a-thread-for-offline-reading
Multi-Pair MACD is not working,https://www.forexfactory.com/thread/295325-multi-pair-macd-is-not-working
Alarm robot that emails once per order,https://www.forexfactory.com/thread/554163-alarm-robot-that-emails-once-per-order
ninjatrader7 to mt4,https://www.forexfactory.com/thread/555319-ninjatrader7-to-mt4
Looking For Simple Trailing Stop EA,https://www.forexfactory.com/thread/555260-looking-for-simple-trailing-stop-ea
EA to close a trade (all trades) @ the start of every hour,https://www.forexfactory.com/thread/555245-ea-to-close-a-trade-all-trades
Can someone add filter to this MA alert,https://www.forexfactory.com/thread/216712-can-someone-add-filter-to-this-ma-alert
Looking for a bidirectional grid (range trading market),https://www.forexfactory.com/thread/547856-looking-for-a-bidirectional-grid-range-trading-market
Which MT4 file stores the trendlines drawn on a chart?,https://www.forexfactory.com/thread/554901-which-mt4-file-stores-the-trendlines-drawn-on
Need help cleaning up my first EA,https://www.forexfactory.com/thread/554967-need-help-cleaning-up-my-first-ea
Max Draw Down EA from Matrix Grid Thread,https://www.forexfactory.com/thread/530641-max-draw-down-ea-from-matrix-grid-thread
Read this! And test my EA please,https://www.forexfactory.com/thread/554227-read-this-and-test-my-ea-please
Code help for a simple Breakout Strategy,https://www.forexfactory.com/thread/554848-code-help-for-a-simple-breakout-strategy
Alternative to Sleep() function in MT4 that can be tested?,https://www.forexfactory.com/thread/554739-alternative-to-sleep-function-in-mt4-that-can
USD Index in MT4,https://www.forexfactory.com/thread/200312-usd-index-in-mt4
Coding modification needed,https://www.forexfactory.com/thread/554627-coding-modification-needed
Help needed with expert advisor programming,https://www.forexfactory.com/thread/554606-help-needed-with-expert-advisor-programming
Need Beta Tester For A Profitable Strategy,https://www.forexfactory.com/thread/554349-need-beta-tester-for-a-profitable-strategy
Help needed with CCI CustomCandle problem,https://www.forexfactory.com/thread/554455-help-needed-with-cci-customcandle-problem
Please help me add an option to this EA,https://www.forexfactory.com/thread/554300-please-help-me-add-an-option-to-this
Looking for EA/indicator that shows alarm after closed trade,https://www.forexfactory.com/thread/554332-looking-for-eaindicator-that-shows-alarm-after-closed
"MT4 problem ""EA is not expert and cannot be executed""",https://www.forexfactory.com/thread/554333-mt4-problem-ea-is-not-expert-and-cannot
Ask Bid data from EBS/Thomson Reuters,https://www.forexfactory.com/thread/554324-ask-bid-data-from-ebsthomson-reuters
Looking for a take profit EA,https://www.forexfactory.com/thread/554117-looking-for-a-take-profit-ea
Alert for difference in open and close of Price action,https://www.forexfactory.com/thread/471508-alert-for-difference-in-open-and-close-of
Looking for good EA programmer,https://www.forexfactory.com/thread/553425-looking-for-good-ea-programmer
Good indicator for smaller time frame?,https://www.forexfactory.com/thread/553858-good-indicator-for-smaller-time-frame
Heiken Ashi Smoothed Alert Please Modify,https://www.forexfactory.com/thread/471814-heiken-ashi-smoothed-alert-please-modify
MQL Help : Array resize -> Access violation write to...,https://www.forexfactory.com/thread/553643-mql-help-array-resize-access-violation
Vertical line drawing on the main chart,https://www.forexfactory.com/thread/553756-vertical-line-drawing-on-the-main-chart
Chandelier trailing stop EA?,https://www.forexfactory.com/thread/553747-chandelier-trailing-stop-ea
Hacking Fxtrade to trade another broker,https://www.forexfactory.com/thread/553289-hacking-fxtrade-to-trade-another-broker
Can anyone modify this indicator for me - display profit,https://www.forexfactory.com/thread/553385-can-anyone-modify-this-indicator-for-me
"What do these file extensions do - mq4, ex4, tpl",https://www.forexfactory.com/thread/553520-what-do-these-file-extensions-do-mq4
Need an EA to kill all orders (pending and open) at a price,https://www.forexfactory.com/thread/552879-need-an-ea-to-kill-all-orders-pending
Looking for candle marking indicator,https://www.forexfactory.com/thread/553448-looking-for-candle-marking-indicator
All Pending Orders Open in No Time?,https://www.forexfactory.com/thread/553447-all-pending-orders-open-in-no-time
Indicator that hides the current candlestick,https://www.forexfactory.com/thread/553422-indicator-that-hides-the-current-candlestick
Need Trade Manager for scalping on MT4 w/ lot size calculator,https://www.forexfactory.com/thread/536241-need-trade-manager-for-scalping-on-mt4-w
Assigning a bid value to a fixed variable,https://www.forexfactory.com/thread/549758-assigning-a-bid-value-to-a-fixed-variable
Require EA or Indi to buy/sell EURUSD & USDCHF simultaneously,https://www.forexfactory.com/thread/553316-require-ea-or-indi-to-buysell-eurusd
Looking for LOTS of historical data (1985 and earlier),https://www.forexfactory.com/thread/553191-looking-for-lots-of-historical-data-1985-and
Need help to fix this EA,https://www.forexfactory.com/thread/552527-need-help-to-fix-this-ea
Best way to monitor and analyse EA results on a demo account,https://www.forexfactory.com/thread/552534-best-way-to-monitor-and-analyse-ea-results
MT4 optimizations for Win10,https://www.forexfactory.com/thread/553163-mt4-optimizations-for-win10
5-pip bar indi required for system,https://www.forexfactory.com/thread/290077-5-pip-bar-indi-required-for-system
Code to read Commission without Orders,https://www.forexfactory.com/thread/553144-code-to-read-commission-without-orders
How to change Heikin Ashi bar colors in this indicator,https://www.forexfactory.com/thread/331174-how-to-change-heikin-ashi-bar-colors-in
Please guide me - where am I going wrong,https://www.forexfactory.com/thread/552869-please-guide-me-where-am-i-going
Looking for fibonacci extension indicator,https://www.forexfactory.com/thread/552713-looking-for-fibonacci-extension-indicator
need programming for a new strength indicator,https://www.forexfactory.com/thread/552806-need-programming-for-a-new-strength-indicator
Searching for Simple CCI Crossover Alert,https://www.forexfactory.com/thread/492566-searching-for-simple-cci-crossover-alert
Help in Coding EA - 30 pip SL and TP,https://www.forexfactory.com/thread/552704-help-in-coding-ea-30-pip-sl
MT4 custom candle indicator,https://www.forexfactory.com/thread/552340-mt4-custom-candle-indicator
Any software for Multiday Candlesticks?,https://www.forexfactory.com/thread/552605-any-software-for-multiday-candlesticks
Trailing stop EA for both profit and loss,https://www.forexfactory.com/thread/542281-trailing-stop-ea-for-both-profit-and-loss
I need some help with this indicator,https://www.forexfactory.com/thread/552558-i-need-some-help-with-this-indicator
Backtesting with Multi Time Frame indicator,https://www.forexfactory.com/thread/552536-backtesting-with-multi-time-frame-indicator
Dell XPS13 - any other PC recommendations,https://www.forexfactory.com/thread/552472-dell-xps13-any-other-pc-recommendations
Simple MT4 modification,https://www.forexfactory.com/thread/528525-simple-mt4-modification
Equity At Risk indicator,https://www.forexfactory.com/thread/506258-equity-at-risk-indicator
platforms with bigger timeframe than monthly,https://www.forexfactory.com/thread/552303-platforms-with-bigger-timeframe-than-monthly
Metatrader on a Mac eats my battery!,https://www.forexfactory.com/thread/552262-metatrader-on-a-mac-eats-my-battery
MT4 - Sound plays on trade _exit_?,https://www.forexfactory.com/thread/552334-mt4-sound-plays-on-trade-exit
Expert: New limit orders @ x pips from open,https://www.forexfactory.com/thread/552301-expert-new-limit-orders-x-pips-from
"""Best Bang for Your Buck"" indicator?",https://www.forexfactory.com/thread/446558-best-bang-for-your-buck-indicator
Candle Clocks/Counters/Timers,https://www.forexfactory.com/thread/414779-candle-clockscounterstimers
Seeking simple MT4 Expert Advisor,https://www.forexfactory.com/thread/552010-seeking-simple-mt4-expert-advisor
Open 3 pairs at the same time,https://www.forexfactory.com/thread/551662-open-3-pairs-at-the-same-time
Foolish EA request - help me win a sixpack of Heineken,https://www.forexfactory.com/thread/551727-foolish-ea-request-help-me-win-a
Advanced order EAs,https://www.forexfactory.com/thread/551776-advanced-order-eas
Standard deviation close to close: need zero divide correction,https://www.forexfactory.com/thread/550778-standard-deviation-close-to-close-need-zero-divide
Anyone have a MTF version of Trix4Kids indicator?,https://www.forexfactory.com/thread/551630-anyone-have-a-mtf-version-of-trix4kids-indicator
Clearly reading Comments on Screen when running EA,https://www.forexfactory.com/thread/551546-clearly-reading-comments-on-screen-when-running-ea
Looking for function to return if account is US account,https://www.forexfactory.com/thread/551519-looking-for-function-to-return-if-account-is
Trailing stop loss code,https://www.forexfactory.com/thread/464350-trailing-stop-loss-code
volume information on mt4,https://www.forexfactory.com/thread/551393-volume-information-on-mt4
How to know if a server is live or demo?,https://www.forexfactory.com/thread/551043-how-to-know-if-a-server-is-live
Help adding sound & email alert,https://www.forexfactory.com/thread/551156-help-adding-sound-email-alert
Need Help with this indicator - add horizontal lines,https://www.forexfactory.com/thread/551080-need-help-with-this-indicator-add-horizontal
ATR/ADR,https://www.forexfactory.com/thread/152089-atradr
DIBS Indicator Modification Request,https://www.forexfactory.com/thread/550783-dibs-indicator-modification-request
EA help needed - looking for a box breakout EA,https://www.forexfactory.com/thread/549983-ea-help-needed-looking-for-a-box
What does this Tickstory error mean?,https://www.forexfactory.com/thread/550614-what-does-this-tickstory-error-mean
Round numbers indicator modification,https://www.forexfactory.com/thread/459085-round-numbers-indicator-modification
colorhma_stdev MQL5 to MQL4,https://www.forexfactory.com/thread/550797-colorhmastdev-mql5-to-mql4
MT5 - plotting lines from Excel,https://www.forexfactory.com/thread/550782-mt5-plotting-lines-from-excel
Help with analysing ZigZag indicator,https://www.forexfactory.com/thread/550730-help-with-analysing-zigzag-indicator
"MT4 No Connection, Common Error, Invalid Account",https://www.forexfactory.com/thread/102375-mt4-no-connection-common-error-invalid-account
How to direct my EA entries to my website?,https://www.forexfactory.com/thread/246093-how-to-direct-my-ea-entries-to-my
IQfeed CME futures data,https://www.forexfactory.com/thread/550582-iqfeed-cme-futures-data
Missing H1 bars,https://www.forexfactory.com/thread/550444-missing-h1-bars
Putting stocks onto mt4? Is there a way? Let me explain,https://www.forexfactory.com/thread/550005-putting-stocks-onto-mt4-is-there-a-way
Spread used by StrategyTester,https://www.forexfactory.com/thread/265643-spread-used-by-strategytester
"Searching for an indicator - ""1% of my deposit =""",https://www.forexfactory.com/thread/550274-searching-for-an-indicator-1-of-my
How to change number of bars displayed in Metatrader?,https://www.forexfactory.com/thread/233522-how-to-change-number-of-bars-displayed-in
1st BUY 2nd SELL... Continue!,https://www.forexfactory.com/thread/550194-1st-buy-2nd-sell-continue
MACD indicator with email alert,https://www.forexfactory.com/thread/210865-macd-indicator-with-email-alert
How to synchronise two or more MACDs in one window,https://www.forexfactory.com/thread/549955-how-to-synchronise-two-or-more-macds-in
Bull & bear candles volume counter,https://www.forexfactory.com/thread/537114-bull-bear-candles-volume-counter
Engulfing Bar indicator modification needed,https://www.forexfactory.com/thread/549939-engulfing-bar-indicator-modification-needed
ATR indicator that displays $$ value,https://www.forexfactory.com/thread/549855-atr-indicator-that-displays-value
Looking for a program called One Clicker,https://www.forexfactory.com/thread/548692-looking-for-a-program-called-one-clicker
Looking for volatility predictor,https://www.forexfactory.com/thread/549477-looking-for-volatility-predictor
Converting MT4 EA to cAlgo/cTrader,https://www.forexfactory.com/thread/549728-converting-mt4-ea-to-calgoctrader
Can an EA read two or more timeframes,https://www.forexfactory.com/thread/549423-can-an-ea-read-two-or-more-timeframes
Will exchange my profitable strategy for your little help,https://www.forexfactory.com/thread/549523-will-exchange-my-profitable-strategy-for-your-little
Pure Price Action Based EA - looking for FCFS Beta testers,https://www.forexfactory.com/thread/549217-pure-price-action-based-ea-looking-for
Resetting MT4 EA Parameters through code,https://www.forexfactory.com/thread/549260-resetting-mt4-ea-parameters-through-code
Can someone add an MTF option on this stepma?,https://www.forexfactory.com/thread/549337-can-someone-add-an-mtf-option-on-this
Auto trade platform offering trailing stops,https://www.forexfactory.com/thread/549330-auto-trade-platform-offering-trailing-stops
Programmer Needed,https://www.forexfactory.com/thread/549173-programmer-needed
Moving to Demo Account Testing - How to go about it?,https://www.forexfactory.com/thread/546971-moving-to-demo-account-testing-how-to
Undockable Trade Manager for MT4?,https://www.forexfactory.com/thread/548957-undockable-trade-manager-for-mt4
My Hedging System! Works Great,https://www.forexfactory.com/thread/60632-my-hedging-system-works-great
CandleVolume Indi,https://www.forexfactory.com/thread/284361-candlevolume-indi
Professional MQ4 EA Programmer wanted!,https://www.forexfactory.com/thread/496708-professional-mq4-ea-programmer-wanted
Custom Indicator - Trend Master,https://www.forexfactory.com/thread/120222-custom-indicator-trend-master
Chart data on MT4 from external sources?,https://www.forexfactory.com/thread/548841-chart-data-on-mt4-from-external-sources
Gann HiLo Histogram MTF/Dash,https://www.forexfactory.com/thread/548766-gann-hilo-histogram-mtfdash
Problems with coding local vs global variables on mql4,https://www.forexfactory.com/thread/469816-problems-with-coding-local-vs-global-variables-on
Looking for Simple Donchian Channel EA,https://www.forexfactory.com/thread/548413-looking-for-simple-donchian-channel-ea
Longer trading instrument history on MT4,https://www.forexfactory.com/thread/548408-longer-trading-instrument-history-on-mt4
Trailing stop on MT4 with Android tablet,https://www.forexfactory.com/thread/548396-trailing-stop-on-mt4-with-android-tablet
is there a way to use fxcm feed with mt4?,https://www.forexfactory.com/thread/3899-is-there-a-way-to-use-fxcm-feed
Server Selection Question,https://www.forexfactory.com/thread/547599-server-selection-question
Why didn't my TP trigger?,https://www.forexfactory.com/thread/548167-why-didnt-my-tp-trigger
Metatrader has stopped working.,https://www.forexfactory.com/thread/92906-metatrader-has-stopped-working
stuck with SL/TP presets when I load charts,https://www.forexfactory.com/thread/548152-stuck-with-sltp-presets-when-i-load-charts
Problem with deleting pending orders,https://www.forexfactory.com/thread/547800-problem-with-deleting-pending-orders
EA to close all open orders when in N% profit,https://www.forexfactory.com/thread/547789-ea-to-close-all-open-orders-when-in
Print MT4 Chart for Long Periods,https://www.forexfactory.com/thread/547858-print-mt4-chart-for-long-periods
Need help with EA,https://www.forexfactory.com/thread/547416-need-help-with-ea
Need EA programmer,https://www.forexfactory.com/thread/547607-need-ea-programmer
Target indie - Gap between Price and MA,https://www.forexfactory.com/thread/279629-target-indie-gap-between-price-and-ma
Help finding divergence indicator,https://www.forexfactory.com/thread/547439-help-finding-divergence-indicator
Help with Wukar EA and stop levels,https://www.forexfactory.com/thread/547580-help-with-wukar-ea-and-stop-levels
MT4 OrderClose Question,https://www.forexfactory.com/thread/544100-mt4-orderclose-question
Back-testing Strategy that Uses Multiple Pairs,https://www.forexfactory.com/thread/547242-back-testing-strategy-that-uses-multiple-pairs
Help needed with EA coding,https://www.forexfactory.com/thread/546852-help-needed-with-ea-coding
Can still get long test-period improved to over 90% from now?,https://www.forexfactory.com/thread/546673-can-still-get-long-test-period-improved-to-over
Time converter,https://www.forexfactory.com/thread/547317-time-converter
Update this indicator please,https://www.forexfactory.com/thread/546995-update-this-indicator-please
Change the Colors of the Order & Position Lines,https://www.forexfactory.com/thread/547051-change-the-colors-of-the-order-position
minimum stop level?,https://www.forexfactory.com/thread/546956-minimum-stop-level
EA needed for direct access algo,https://www.forexfactory.com/thread/546954-ea-needed-for-direct-access-algo
Is it possible to decompile an mt4 EA  (build 600+),https://www.forexfactory.com/thread/542806-is-it-possible-to-decompile-an-mt4-ea
5m MACD in 1m Chart Display,https://www.forexfactory.com/thread/183399-5m-macd-in-1m-chart-display
Help Needed For New Expert Advisor,https://www.forexfactory.com/thread/546846-help-needed-for-new-expert-advisor
Stochastic cross indicator,https://www.forexfactory.com/thread/546834-stochastic-cross-indicator
Counterbalancing positions,https://www.forexfactory.com/thread/546782-counterbalancing-positions
Price Velocity Indicator?,https://www.forexfactory.com/thread/310606-price-velocity-indicator
Anti-Scalper MT4 Plugin,https://www.forexfactory.com/thread/546766-anti-scalper-mt4-plugin
Need help- alert when trend line crosses price line,https://www.forexfactory.com/thread/445377-need-help-alert-when-trend-line-crosses-price
EA Machine,https://www.forexfactory.com/thread/546617-ea-machine
"""RETURN"" statement formatting in MT4",https://www.forexfactory.com/thread/546654-return-statement-formatting-in-mt4
"""IF"" statement formatting in MT4",https://www.forexfactory.com/thread/546643-if-statement-formatting-in-mt4
Question about OrderFlow or OrderPosting via Broker or LiqProv,https://www.forexfactory.com/thread/546469-question-about-orderflow-or-orderposting-via-broker-or
"Indicator calls another indicator, folder location issue",https://www.forexfactory.com/thread/546641-indicator-calls-another-indicator-folder-location-issue
Trading at 00 level without knowing trend -EA Needed,https://www.forexfactory.com/thread/546636-trading-at-00-level-without-knowing-trend-ea
Looking for EA to close all Buy Or all Sell trades when in profit,https://www.forexfactory.com/thread/546630-looking-for-ea-to-close-all-buy-or
Combining two EAs,https://www.forexfactory.com/thread/484838-combining-two-eas
EA to cancel all pending orders once a position opens,https://www.forexfactory.com/thread/16129-ea-to-cancel-all-pending-orders-once-a
Cancel Pending Order at Start of New Candle,https://www.forexfactory.com/thread/410400-cancel-pending-order-at-start-of-new-candle
Pending order and previous bar/candle,https://www.forexfactory.com/thread/235615-pending-order-and-previous-barcandle
Script search,https://www.forexfactory.com/thread/546103-script-search
MT4_Dashboard_I-V1 nmc modification,https://www.forexfactory.com/thread/546113-mt4dashboardi-v1-nmc-modification
WWW power (daily COT),https://www.forexfactory.com/thread/533520-www-power-daily-cot
Help needed on Terminal modification,https://www.forexfactory.com/thread/546357-help-needed-on-terminal-modification
Set my own trading restrictions with software,https://www.forexfactory.com/thread/546500-set-my-own-trading-restrictions-with-software
Help needed with EA coding,https://www.forexfactory.com/thread/546374-help-needed-with-ea-coding
How to check the number of whipsaws within a range,https://www.forexfactory.com/thread/546342-how-to-check-the-number-of-whipsaws-within
Where do you get free M1 data history in good quality?,https://www.forexfactory.com/thread/545624-where-do-you-get-free-m1-data-history
Backtesting with different brokers question,https://www.forexfactory.com/thread/546270-backtesting-with-different-brokers-question
help learning how to back test,https://www.forexfactory.com/thread/546285-help-learning-how-to-back-test
Metatrader vs. Saxo-account ??,https://www.forexfactory.com/thread/28715-metatrader-vs-saxo-account
EA/indicator to automate buy stop order,https://www.forexfactory.com/thread/546205-eaindicator-to-automate-buy-stop-order
H1 data isn't consistent with M1 data in MT4,https://www.forexfactory.com/thread/545438-h1-data-isnt-consistent-with-m1-data-in
Help needed adding alert to an indicator,https://www.forexfactory.com/thread/411099-help-needed-adding-alert-to-an-indicator
TradeStation MACT indicator,https://www.forexfactory.com/thread/524535-tradestation-mact-indicator
Pending order @ price + x pips,https://www.forexfactory.com/thread/539060-pending-order-price-x-pips
An EA that can move the take profit for all opened trades?,https://www.forexfactory.com/thread/546022-an-ea-that-can-move-the-take-profit
Drawdown to 1:1 ratio indi,https://www.forexfactory.com/thread/546020-drawdown-to-11-ratio-indi
Please Help! How to get MT4 (build 670) to send email alerts?,https://www.forexfactory.com/thread/506777-please-help-how-to-get-mt4-build-670
looking for good Gann fan indi to use w/mt4 600+,https://www.forexfactory.com/thread/545944-looking-for-good-gann-fan-indi-to-use
Question about AccountProfit(),https://www.forexfactory.com/thread/545931-question-about-accountprofit
Overlay charts on Ctrader?,https://www.forexfactory.com/thread/545991-overlay-charts-on-ctrader
Problem With Backtesting,https://www.forexfactory.com/thread/545883-problem-with-backtesting
In mt4 can you run strategy tester for an EA on a custom offline chart?,https://www.forexfactory.com/thread/329661-in-mt4-can-you-run-strategy-tester-for
Impossible to TP because of spread (workarounds),https://www.forexfactory.com/thread/545815-impossible-to-tp-because-of-spread-workarounds
Tick Data Backtest Issue - Please help!,https://www.forexfactory.com/thread/471157-tick-data-backtest-issue-please-help
How to copy trades between several accounts,https://www.forexfactory.com/thread/545752-how-to-copy-trades-between-several-accounts
Forex trackers,https://www.forexfactory.com/thread/545664-forex-trackers
Anyone managed to change IG charts to New York close?,https://www.forexfactory.com/thread/545655-anyone-managed-to-change-ig-charts-to-new
Need Alert for MTF Awesome Oscillator AO,https://www.forexfactory.com/thread/268218-need-alert-for-mtf-awesome-oscillator-ao
Question about comment handling in mt4,https://www.forexfactory.com/thread/545328-question-about-comment-handling-in-mt4
Sending algorithmic string to buy signal in mt4,https://www.forexfactory.com/thread/544519-sending-algorithmic-string-to-buy-signal-in-mt4
SS_Support Resistance Indicator code,https://www.forexfactory.com/thread/544963-sssupport-resistance-indicator-code
EA to close pending orders once it hits a certain price,https://www.forexfactory.com/thread/545027-ea-to-close-pending-orders-once-it-hits
MT4 platforms referencing AppData/Roaming/Metaquotes/Terminal,https://www.forexfactory.com/thread/544927-mt4-platforms-referencing-appdataroamingmetaquotesterminal
Urgent: I Need A Digital Momentum Indicator,https://www.forexfactory.com/thread/87568-urgent-i-need-a-digital-momentum-indicator
Looking for way to link nt7 to mt4,https://www.forexfactory.com/thread/544880-looking-for-way-to-link-nt7-to-mt4
Need Help Adding Text to my Indicator in MQL4,https://www.forexfactory.com/thread/544874-need-help-adding-text-to-my-indicator-in
Can you believe Metaquotes?,https://www.forexfactory.com/thread/544046-can-you-believe-metaquotes
MT4 - Alternative price scale (does it exist?),https://www.forexfactory.com/thread/539507-mt4-alternative-price-scale-does-it-exist
EA that opens pending order grid,https://www.forexfactory.com/thread/544149-ea-that-opens-pending-order-grid
Simple indicator modification request,https://www.forexfactory.com/thread/544083-simple-indicator-modification-request
"Best (London, UK) VPS, dedicated servers, GPU Servers",https://www.forexfactory.com/thread/544105-best-london-uk-vps-dedicated-servers-gpu-servers
Using one EA to execute with two mt4 brokers,https://www.forexfactory.com/thread/286982-using-one-ea-to-execute-with-two-mt4
can anyone fix these scripts?,https://www.forexfactory.com/thread/543886-can-anyone-fix-these-scripts
help needed with an expert showing errors,https://www.forexfactory.com/thread/543936-help-needed-with-an-expert-showing-errors
Draw line with predetermined pip distance from the origin line,https://www.forexfactory.com/thread/497780-draw-line-with-predetermined-pip-distance-from-the
Pinbar MT4 Indicator,https://www.forexfactory.com/thread/543806-pinbar-mt4-indicator
Need help with Auto Sessions V1.9 indy,https://www.forexfactory.com/thread/505161-need-help-with-auto-sessions-v19-indy
Free Charting Software?,https://www.forexfactory.com/thread/305502-free-charting-software
Require EA help for my method,https://www.forexfactory.com/thread/543693-require-ea-help-for-my-method
can any one code this expert (for opening trades) please?,https://www.forexfactory.com/thread/543440-can-any-one-code-this-expert-for-opening
Need a range bar indicator,https://www.forexfactory.com/thread/543613-need-a-range-bar-indicator
Issues with trying to sort,https://www.forexfactory.com/thread/543523-issues-with-trying-to-sort
Auto SL and TP for MT4,https://www.forexfactory.com/thread/543566-auto-sl-and-tp-for-mt4
MT4 build 830,https://www.forexfactory.com/thread/542541-mt4-build-830
Issue with Cavemanager EA,https://www.forexfactory.com/thread/543562-issue-with-cavemanager-ea
Buy/sell at the same time,https://www.forexfactory.com/thread/543070-buysell-at-the-same-time
REQ: I need an mq4 coder to help code my indicator,https://www.forexfactory.com/thread/543403-req-i-need-an-mq4-coder-to-help
Looking for Multiple Open Trade EA,https://www.forexfactory.com/thread/543389-looking-for-multiple-open-trade-ea
Recommend a Chart Overlay Indicator,https://www.forexfactory.com/thread/543384-recommend-a-chart-overlay-indicator
Help with simple indicator.,https://www.forexfactory.com/thread/200862-help-with-simple-indicator
Computer Restarts after clicking on MT4 since a few days ago?,https://www.forexfactory.com/thread/543370-computer-restarts-after-clicking-on-mt4-since-a
Group position stop loss script/EA,https://www.forexfactory.com/thread/543289-group-position-stop-loss-scriptea
"A more *dynamic, refined, redundant* exit algorithm",https://www.forexfactory.com/thread/543115-a-more-dynamic-refined-redundant-exit-algorithm
How to determine thru code which chart window has focus,https://www.forexfactory.com/thread/543082-how-to-determine-thru-code-which-chart-window
Higher time frame indicator,https://www.forexfactory.com/thread/542528-higher-time-frame-indicator
Can anyone modify this indicator?,https://www.forexfactory.com/thread/542966-can-anyone-modify-this-indicator
Any tips for a faster executing EA?,https://www.forexfactory.com/thread/542334-any-tips-for-a-faster-executing-ea
Straight Lines indicator,https://www.forexfactory.com/thread/541582-straight-lines-indicator
Change the size and color of arrows on MT4 chart?,https://www.forexfactory.com/thread/541706-change-the-size-and-color-of-arrows-on
How to turn off EA in one chart but leave others running?,https://www.forexfactory.com/thread/542875-how-to-turn-off-ea-in-one-chart
Can I change location of trade display information on MT4 chart?,https://www.forexfactory.com/thread/542865-can-i-change-location-of-trade-display-information
how to code a level based close all?,https://www.forexfactory.com/thread/542852-how-to-code-a-level-based-close-all
EA Audio Settings,https://www.forexfactory.com/thread/542841-ea-audio-settings
Simple indicator edit,https://www.forexfactory.com/thread/542547-simple-indicator-edit
Need Trade Open & Close Sound Alert Indicator,https://www.forexfactory.com/thread/542711-need-trade-open-close-sound-alert-indicator
Looking for pivot indicator where i can set GMT+2,https://www.forexfactory.com/thread/73402-looking-for-pivot-indicator-where-i-can-set
Need EA To Take Trades...Please Help!,https://www.forexfactory.com/thread/540105-need-ea-to-take-tradesplease-help
Windows 8.1 - EA Start OK Button Problem,https://www.forexfactory.com/thread/542098-windows-81-ea-start-ok-button-problem
MT4 GUI Problems,https://www.forexfactory.com/thread/504565-mt4-gui-problems
RSI Candle indicator,https://www.forexfactory.com/thread/455202-rsi-candle-indicator
How to change font size of indicator comments?,https://www.forexfactory.com/thread/542076-how-to-change-font-size-of-indicator-comments
Need help with pre-news hedging EA,https://www.forexfactory.com/thread/542023-need-help-with-pre-news-hedging-ea
Any Good EA's Out There,https://www.forexfactory.com/thread/95267-any-good-eas-out-there
need help on simple NormalizeDouble() problem,https://www.forexfactory.com/thread/541912-need-help-on-simple-normalizedouble-problem
Indicator (Fisher_Yur4ik) Email Alert,https://www.forexfactory.com/thread/7819-indicator-fisheryur4ik-email-alert
ask price overlaid on the main chart?,https://www.forexfactory.com/thread/541919-ask-price-overlaid-on-the-main-chart
Problem with broker MT4 add-on,https://www.forexfactory.com/thread/541911-problem-with-broker-mt4-add-on
EA - OnDeinit - MT4,https://www.forexfactory.com/thread/541721-ea-ondeinit-mt4
Price to Parabolic SAR indicator,https://www.forexfactory.com/thread/541686-price-to-parabolic-sar-indicator
case code  function- can someone check this over? thank you,https://www.forexfactory.com/thread/541662-case-code-function-can-someone-check-this
"An EA Trading System with custom indicator ""Solar Joy""",https://www.forexfactory.com/thread/540372-an-ea-trading-system-with-custom-indicator-solar
Start of Day Indicator/Chart for Real Daily STOD,https://www.forexfactory.com/thread/541593-start-of-day-indicatorchart-for-real-daily-stod
Want an EA based on simple MA,https://www.forexfactory.com/thread/541508-want-an-ea-based-on-simple-ma
Computer Monitor Size,https://www.forexfactory.com/thread/541503-computer-monitor-size
File Monitor Utility,https://www.forexfactory.com/thread/540871-file-monitor-utility
MT4: Any way to put open and pending orders into folders?,https://www.forexfactory.com/thread/541220-mt4-any-way-to-put-open-and-pending
Is it possible to overlay another broker's quotes in mt4?,https://www.forexfactory.com/thread/541143-is-it-possible-to-overlay-another-brokers-quotes
How to delete Symbol Name in chart,https://www.forexfactory.com/thread/541136-how-to-delete-symbol-name-in-chart
EA/Script to close all orders when profit hit?,https://www.forexfactory.com/thread/309868-eascript-to-close-all-orders-when-profit-hit
Fibonacci sequence automatic adjustment,https://www.forexfactory.com/thread/541072-fibonacci-sequence-automatic-adjustment
News and calendar application with alerts,https://www.forexfactory.com/thread/275495-news-and-calendar-application-with-alerts
Problems in Dukascopy data,https://www.forexfactory.com/thread/540369-problems-in-dukascopy-data
Currency Strength Meter with arrows,https://www.forexfactory.com/thread/541007-currency-strength-meter-with-arrows
Custom TDI,https://www.forexfactory.com/thread/541027-custom-tdi
Looking for strength Indicator,https://www.forexfactory.com/thread/341348-looking-for-strength-indicator
